workload = "medium"
classification = 2
layers = 2
single_qubit_params = 3
a = 0.0045
c = 0.0045
Test accuracy: 0.6

Epoch: 100    train/loss: 25.900299072265625    valid/loss: 8.870100021362305    train/acc: 0.45    valid/acc: 0.1429
Epoch: 7700    train/loss: 18.090999603271484    valid/loss: 5.665499687194824    train/acc: 0.575    valid/acc: 0.5714
Epoch: 7800    train/loss: 17.907400131225586    valid/loss: 6.6728997230529785    train/acc: 0.5875    valid/acc: 0.5714
Epoch: 7900    train/loss: 17.932600021362305    valid/loss: 5.917699813842773    train/acc: 0.5875    valid/acc: 0.5714
Epoch: 8000    train/loss: 17.99810028076172    valid/loss: 6.9614996910095215    train/acc: 0.5875    valid/acc: 0.619
Epoch: 8100    train/loss: 17.76259994506836    valid/loss: 6.014400005340576    train/acc: 0.5875    valid/acc: 0.619
Epoch: 8200    train/loss: 17.8705997467041    valid/loss: 6.770899772644043    train/acc: 0.5875    valid/acc: 0.619
Epoch: 8300    train/loss: 17.66069984436035    valid/loss: 6.213699817657471    train/acc: 0.5875    valid/acc: 0.619
Epoch: 8400    train/loss: 17.853300094604492    valid/loss: 5.9558000564575195    train/acc: 0.5875    valid/acc: 0.619
Epoch: 8500    train/loss: 18.03569984436035    valid/loss: 5.979699611663818    train/acc: 0.575    valid/acc: 0.619
Epoch: 8600    train/loss: 18.15639877319336    valid/loss: 5.981199741363525    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 8700    train/loss: 17.813400268554688    valid/loss: 5.9629998207092285    train/acc: 0.55    valid/acc: 0.5714
Epoch: 8800    train/loss: 17.7106990814209    valid/loss: 5.988199710845947    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 8900    train/loss: 17.809099197387695    valid/loss: 5.697700023651123    train/acc: 0.55    valid/acc: 0.5714
Epoch: 9000    train/loss: 17.69849967956543    valid/loss: 6.533299922943115    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 9100    train/loss: 17.878599166870117    valid/loss: 5.9091997146606445    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 9200    train/loss: 17.6968994140625    valid/loss: 6.236299991607666    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 9300    train/loss: 17.756698608398438    valid/loss: 6.473700046539307    train/acc: 0.55    valid/acc: 0.5714
Epoch: 9400    train/loss: 17.659099578857422    valid/loss: 6.035399913787842    train/acc: 0.55    valid/acc: 0.619
Epoch: 9500    train/loss: 17.833200454711914    valid/loss: 6.928699970245361    train/acc: 0.55    valid/acc: 0.5714
Epoch: 9600    train/loss: 17.828800201416016    valid/loss: 5.983799934387207    train/acc: 0.55    valid/acc: 0.5714
Epoch: 9700    train/loss: 17.9252986907959    valid/loss: 6.330199718475342    train/acc: 0.5625    valid/acc: 0.619
Epoch: 9800    train/loss: 17.750999450683594    valid/loss: 5.967199802398682    train/acc: 0.575    valid/acc: 0.5714
Epoch: 9900    train/loss: 17.630399703979492    valid/loss: 6.4014997482299805    train/acc: 0.5625    valid/acc: 0.5714
Epoch: 10000    train/loss: 17.83530044555664    valid/loss: 6.539999961853027    train/acc: 0.5625    valid/acc: 0.5714
     fun: DeviceArray(17.712975, dtype=float32)
 message: 'terminated after reaching max number of iterations'
    nfev: 20000
     nit: 10000
 success: True
       x: DeviceArray([0.6002004 , 0.5177195 , 0.21427247, ..., 0.46646845,
             0.5680232 , 1.1879133 ], dtype=float32)
